Protein,Localization,Length,Mass,Hydrophobic,Positive Charged,Negative Charged,Polar,Hydropathicity
TRIM37,Cytosol,964,107906,381,131,153,299,-590.4
TRIM5,Cytosol,493,56338,205,69,67,152,-191.5
TRIM59,Cytosol,403,47114,173,63,52,115,-89.9
TRIM62,Cytosol,475,54268,202,73,64,136,-199.6
TRIOBP,Cytosol,2365,261376,886,371,293,815,-2806.4
TRIP10,Cytosol,601,68352,245,100,103,153,-583.2
TRIP13,Cytosol,432,48551,203,57,55,117,-20.5
TRIP4,Cytosol,581,66146,236,100,83,162,-391.4
TRMT11,Cytosol,463,53421,201,75,57,130,-211.6
TRMT112,Cytosol,125,14199,65,16,18,26,-19.1
TRMT44,Cytosol,757,84629,343,114,98,202,-386.6
TRNT1,Cytosol,434,50128,194,77,62,101,-206.3
TROAP,Cytosol,778,83857,381,94,77,226,-437.4
TSC1,Cytosol,1164,129767,498,179,157,330,-712.2
TSC22D1,Cytosol,1073,109677,538,60,60,415,-322.9
TSC22D3,Cytosol,134,14810,64,12,21,37,-34.4
TSN,Cytosol,228,26183,105,37,34,52,-43.4
TSPYL2,Cytosol,693,79435,262,95,158,178,-793.9
TSPYL4,Cytosol,414,45126,203,65,52,94,-283.1
TSR2,Cytosol,191,20894,89,20,41,41,-89.7
TSR3,Cytosol,312,33596,163,45,42,62,-141.9
TSTD1,Cytosol,115,12530,61,14,14,26,-27.5
TSTD2,Cytosol,516,58263,216,82,69,149,-227
TTC1,Cytosol,292,33526,101,47,64,80,-322.5
TTC21B,Cytosol,1316,150937,593,199,174,350,-477.9
TTC28,Cytosol,2481,270884,1159,309,257,756,-975.8
TTC30A,Cytosol,665,76136,306,81,93,185,-198.5
TTC30B,Cytosol,665,76099,311,81,93,180,-173.8
TTC38,Cytosol,469,52787,220,62,59,128,-94.3
TTC39A,Cytosol,613,69778,281,89,70,173,-168.9
TTC39B,Cytosol,682,76956,323,89,76,194,-73.4
TTC39C,Cytosol,583,65870,273,80,72,158,-117.1
TTC4,Cytosol,387,44679,164,64,67,92,-260.2
TTC5,Cytosol,440,48928,197,61,55,127,-180.2
TTC9,Cytosol,222,24379,107,39,28,48,-152
TTK,Cytosol,857,97072,336,127,103,291,-549.8
TTL,Cytosol,377,43212,172,52,45,108,-126.1
TTLL12,Cytosol,644,74404,307,89,93,155,-250.9
TTPAL,Cytosol,342,38515,163,47,44,88,-73.6
TUBAL3,Cytosol,446,49909,211,59,56,120,-77.5
TUBB,Cytosol,444,49671,208,47,62,127,-154.5
TUBB1,Cytosol,451,50327,216,51,59,125,-109.5
TUBB2A,Cytosol,445,49907,205,47,62,131,-181.4
TUBB6,Cytosol,446,49857,212,46,61,127,-145.5
TUBB8,Cytosol,444,49776,209,47,62,126,-157.7
TUBD1,Cytosol,453,51034,209,55,44,145,-96.2
TUBGCP3,Cytosol,907,103571,399,139,105,264,-322
TUFT1,Cytosol,390,44264,153,69,67,101,-299.6
TULP4,Cytosol,1543,169000,730,182,152,479,-678.2
TUSC2,Cytosol,110,12074,61,20,12,17,-38.9
TWF1,Cytosol,350,40283,147,59,50,94,-198.2
TWF2,Cytosol,349,39548,162,58,49,80,-173.7
TXN,Cytosol,105,11737,49,13,17,26,-10.1
TXNDC17,Cytosol,123,13941,54,17,18,34,-52.4
TXNDC9,Cytosol,226,26534,83,43,43,57,-184.3
TXNL1,Cytosol,289,32251,133,33,42,81,-132.7
TXNRD1,Cytosol,649,70906,319,90,77,162,-143.4
TXNRD3,Cytosol,643,70683,310,88,70,174,-128.1
TYMS,Cytosol,313,35716,154,47,40,72,-128.9
TYW3,Cytosol,259,29794,104,48,39,68,-145.5
TYW5,Cytosol,315,36548,145,52,44,74,-135.3
UACA,Cytosol,1416,162505,518,279,247,372,-1175
UAP1,Cytosol,522,58769,253,70,65,134,-163.8
UAP1L1,Cytosol,507,57030,265,76,72,94,-168.1
UBA3,Cytosol,463,51852,227,54,58,124,-79.7
UBA5,Cytosol,404,44863,196,45,61,102,-100.9
UBA6,Cytosol,1052,117970,489,143,136,284,-246
UBAC1,Cytosol,405,45338,190,57,74,84,-204.8
UBALD1,Cytosol,177,18954,90,18,11,58,-93.6
UBALD2,Cytosol,164,17877,82,17,8,57,-80
UBAP1,Cytosol,502,55084,228,59,70,145,-192.9
UBAP2L,Cytosol,1087,114535,445,101,80,461,-806.9
UBE2B,Cytosol,152,17312,66,16,20,50,-98.7
UBE2C,Cytosol,179,19652,85,21,18,55,-70.4
UBE2D3,Cytosol,147,16687,69,19,15,44,-51.4
UBE2D4,Cytosol,147,16649,69,19,15,44,-53.9
UBE2E1,Cytosol,193,21404,74,26,20,73,-111.5
UBE2E3,Cytosol,207,22913,80,28,26,73,-144.4
UBE2F,Cytosol,185,21077,78,32,28,47,-96.5
UBE2H,Cytosol,183,20655,82,20,31,50,-100.5
UBE2I,Cytosol,158,18007,76,24,18,40,-84.2
UBE2K,Cytosol,200,22407,96,24,26,54,-53.8
UBE2L6,Cytosol,153,17769,75,22,18,38,-60
UBE2M,Cytosol,183,20900,81,27,24,51,-94.6
UBE2N,Cytosol,152,17138,80,20,19,33,-41.2
UBE2Q2,Cytosol,375,42818,157,48,61,109,-205.3
UBE2R2,Cytosol,238,27166,95,25,49,69,-170.9
UBE2S,Cytosol,222,23845,119,36,28,39,-93.7
UBE2V2,Cytosol,145,16363,67,18,17,43,-82.1
UBE2Z,Cytosol,354,38210,187,39,40,88,-102.6
UBE3C,Cytosol,1083,123923,518,142,128,295,-152.4
UBE3D,Cytosol,389,43657,178,46,35,130,-4.6
UBE4B,Cytosol,1302,146185,594,162,150,396,-434.2
UBL4A,Cytosol,157,17777,72,26,22,37,-64.2
UBL5,Cytosol,73,8547,29,14,10,20,-30.3
UBP1,Cytosol,540,60491,229,73,67,171,-294.1
UBQLN1,Cytosol,589,62519,290,37,44,218,-279.7
UBQLN2,Cytosol,624,65696,329,35,40,220,-217.5
UBQLN4,Cytosol,601,63853,309,42,48,202,-255.9
UBR1,Cytosol,1749,200211,795,237,228,489,-352.8
UBR2,Cytosol,1755,200538,784,244,225,502,-508.7
UBR3,Cytosol,1888,212433,866,244,232,546,-454.8
UBXN1,Cytosol,297,33325,134,51,58,54,-294.4
UBXN2A,Cytosol,259,29278,105,37,36,81,-153
UBXN2B,Cytosol,331,37077,146,47,49,89,-203
UBXN6,Cytosol,441,49754,207,70,65,99,-241.2
UCHL5,Cytosol,329,37607,149,46,51,83,-142.1
UCK1,Cytosol,277,31435,125,47,38,67,-130.8
UCK2,Cytosol,261,29299,117,36,33,75,-106.5
UCKL1,Cytosol,548,61141,265,83,70,130,-154
UEVLD,Cytosol,471,52264,222,56,47,146,-17.7
UFC1,Cytosol,167,19458,76,28,24,39,-85.2
UFM1,Cytosol,85,9118,46,11,7,21,7.6
UFSP1,Cytosol,142,15060,76,15,13,38,-22.8
UGT2B28,Cytosol,529,60906,269,74,49,137,20.5
ULK1,Cytosol,1050,112631,541,138,91,280,-336.2
UMPS,Cytosol,480,52222,255,64,55,106,36.9
UNC119,Cytosol,240,26962,116,34,32,58,-146.6
UNC119B,Cytosol,251,28137,119,38,39,55,-114.6
UNC13B,Cytosol,1591,180679,664,229,225,473,-802
UNC13D,Cytosol,1090,123282,510,157,132,291,-342.4
UNC45A,Cytosol,944,103077,475,126,125,218,-100.8
UNKL,Cytosol,680,73828,301,102,67,210,-466.2
UPF2,Cytosol,1272,147810,483,235,242,312,-1136.3
UPRT,Cytosol,309,33786,147,37,36,89,-78.8
URM1,Cytosol,101,11380,55,11,17,18,-5.9
UROS,Cytosol,265,28628,130,28,30,77,-30.9
USO1,Cytosol,962,107895,409,109,142,302,-373.6
USP13,Cytosol,863,97327,410,116,122,215,-390
USP14,Cytosol,494,56069,214,65,73,142,-230.7
USP15,Cytosol,981,112419,392,133,152,304,-667.1
USP16,Cytosol,823,93570,311,138,120,254,-614
USP18,Cytosol,372,43011,157,56,42,117,-107.3
USP19,Cytosol,1318,145651,623,178,168,349,-571.2
USP25,Cytosol,1055,122218,435,156,172,292,-663.8
USP27X,Cytosol,438,49630,178,69,49,142,-193.5
USP34,Cytosol,3546,404233,1516,477,470,1083,-1157.4
USP35,Cytosol,1018,113405,484,140,147,247,-361.6
USP38,Cytosol,1042,116546,477,122,114,329,-170.1
USP4,Cytosol,963,108565,399,127,130,307,-528.4
USP53,Cytosol,1073,120806,400,179,133,361,-805.7
USP6,Cytosol,1406,158658,605,210,164,427,-798
USP8,Cytosol,1118,127523,422,203,165,328,-982.5
USP9X,Cytosol,2554,290463,1159,334,335,726,-917.6
UVRAG,Cytosol,699,78151,310,108,80,201,-330.6
UXT,Cytosol,157,18246,72,28,22,35,-50.5
VAC14,Cytosol,782,87973,379,101,97,205,-66.9
WASF1,Cytosol,559,61652,285,77,69,128,-346.2
WASF2,Cytosol,498,54284,249,59,63,127,-412.5
WASF3,Cytosol,502,55293,234,68,63,137,-419.9
VASH1,Cytosol,365,40957,168,69,48,80,-264.7
WASL,Cytosol,505,54827,256,68,59,122,-421.9
VASP,Cytosol,380,39830,203,47,38,92,-284.3
VAT1,Cytosol,393,41920,224,44,41,84,-14.8
VAT1L,Cytosol,419,45899,217,51,62,89,-78.4
VAV2,Cytosol,878,101289,385,141,122,230,-418.8
VAV3,Cytosol,847,97776,359,137,119,232,-435
WBP2,Cytosol,261,28087,148,21,21,71,-124.7
VCL,Cytosol,1134,123799,555,157,164,258,-459.8
VCP,Cytosol,806,89322,403,115,130,158,-280.2
VCPIP1,Cytosol,1222,134321,563,182,145,332,-570.7
WDFY2,Cytosol,400,45154,170,59,47,124,-143.5
WDR1,Cytosol,606,66194,279,82,68,177,-144.3
WDR13,Cytosol,485,53696,229,74,48,134,-141.4
WDR19,Cytosol,1342,151581,627,180,166,369,-266.8
WDR26,Cytosol,661,72124,296,81,75,209,-241.5
WDR35,Cytosol,1181,133547,538,159,150,334,-283.8
WDR44,Cytosol,913,101366,376,133,143,261,-608.6
WDR45,Cytosol,360,39868,166,49,41,104,-56.7
WDR45B,Cytosol,344,38122,166,47,34,97,-49.9
WDR47,Cytosol,919,101949,401,116,113,289,-378.6
WDR53,Cytosol,358,38989,157,49,43,109,-138.4
WDR54,Cytosol,334,35891,181,33,29,91,50.3
WDR59,Cytosol,974,109793,412,145,106,311,-442.2
WDR7,Cytosol,1490,163810,720,193,156,421,-134.2
WDR73,Cytosol,378,41685,179,49,49,101,-91.4
WDR77,Cytosol,342,36724,164,33,38,107,-4.5
WDR81,Cytosol,1941,211697,993,226,234,488,-485.8
WDR91,Cytosol,747,83344,335,99,90,223,-313.5
WDSUB1,Cytosol,476,52833,203,60,54,159,-59.6
WDTC1,Cytosol,677,75920,299,106,81,191,-337.1
WHAMM,Cytosol,809,90924,372,134,120,183,-547.9
VIL1,Cytosol,827,92695,380,111,104,232,-364
WIPF1,Cytosol,503,51258,294,62,28,119,-510.2
WIPF2,Cytosol,440,46289,248,67,28,97,-442.5
WIPI1,Cytosol,446,48673,202,50,44,150,-88.5
VIPR1,Cytosol,457,51547,241,49,34,133,117.7
WNK1,Cytosol,2382,250794,1124,237,220,801,-938.6
WNK2,Cytosol,2297,242676,1241,251,243,562,-1008.2
VPS13C,Cytosol,3753,422390,1734,521,468,1030,-794.6
VPS13D,Cytosol,4388,491916,2020,590,532,1246,-1367.2
VPS25,Cytosol,176,20748,75,24,23,54,-80.5
VPS26A,Cytosol,327,38170,148,54,50,75,-139.4
VPS26B,Cytosol,336,39155,142,60,50,84,-171.7
VPS28,Cytosol,221,25425,101,33,35,52,-89.7
VPS29,Cytosol,182,20506,92,26,20,44,-2.2
VPS33B,Cytosol,617,70585,287,94,88,148,-159
VPS35,Cytosol,796,91707,359,110,117,210,-243.3
VPS36,Cytosol,386,43817,180,61,54,91,-124.6
VPS37A,Cytosol,397,44314,183,45,47,122,-137.7
VPS37C,Cytosol,355,38659,199,33,38,85,-238.6
VPS37D,Cytosol,251,27730,133,40,31,47,-151.6
VPS39,Cytosol,886,101809,412,140,113,221,-211.9
VPS4A,Cytosol,437,48898,196,73,62,106,-231
VPS4B,Cytosol,444,49302,204,71,64,105,-244.9
VPS51,Cytosol,782,86042,403,105,98,176,-131.4
VPS52,Cytosol,723,82221,352,99,98,174,-145.5
VPS53,Cytosol,832,94405,384,122,113,213,-244.5
VPS54,Cytosol,977,110589,433,144,127,273,-235.3
VPS8,Cytosol,1428,161754,650,182,187,409,-252
VPS9D1,Cytosol,631,68956,318,81,71,161,-211.6
WRAP53,Cytosol,548,59309,256,48,80,164,-273.5
WRAP73,Cytosol,460,51588,219,51,44,146,15.5
WSB1,Cytosol,421,47432,201,60,44,116,-92.5
WSB2,Cytosol,404,45286,188,56,38,122,-53.1
WWC1,Cytosol,1113,125301,443,170,173,327,-751.9
WWC3,Cytosol,1092,122676,451,169,162,310,-728.5
XIAP,Cytosol,497,56685,200,70,63,164,-268.8
XPNPEP1,Cytosol,623,69918,294,84,86,159,-153.2
XPO1,Cytosol,1071,123386,507,133,127,304,-98.2
XPO4,Cytosol,1151,130139,547,119,145,340,-25.4
XPO5,Cytosol,1204,136311,585,144,146,329,-65.9
XPO6,Cytosol,1125,128883,539,135,124,327,7.9
XPO7,Cytosol,1087,123907,488,123,115,361,-105.2
XPOT,Cytosol,962,109964,467,112,122,261,-18.1
XRCC3,Cytosol,346,37850,181,50,33,82,-20.5
XYLB,Cytosol,536,58382,271,56,55,154,-53.6
YDJC,Cytosol,323,34466,182,43,38,60,-20.4
YKT6,Cytosol,198,22418,85,29,26,58,-57.4
YPEL5,Cytosol,121,13842,50,19,16,36,-46.7
YRDC,Cytosol,279,29328,162,31,24,62,20.1
YTHDF2,Cytosol,579,62334,266,66,47,200,-391.1
YWHAB,Cytosol,246,28082,95,32,44,75,-179.4
YWHAE,Cytosol,255,29174,108,35,51,61,-137.7
YWHAG,Cytosol,247,28303,94,34,45,74,-168
YWHAH,Cytosol,246,28219,99,33,45,69,-152.1
YWHAQ,Cytosol,245,27764,98,31,44,72,-125.4
YWHAZ,Cytosol,245,27745,99,32,45,69,-152.1
ZBTB8OS,Cytosol,167,19491,72,18,33,44,-80.9
ZC2HC1A,Cytosol,325,35092,145,61,25,94,-250.6
ZC3H12C,Cytosol,883,99340,351,135,115,282,-720.2
ZC3HAV1L,Cytosol,300,32962,137,49,29,85,-78.3
ZCCHC14,Cytosol,949,100042,441,116,66,326,-394.3
ZCCHC2,Cytosol,1178,125936,563,144,116,355,-667.4
ZDHHC23,Cytosol,409,45983,195,57,33,124,30.5
ZER1,Cytosol,766,88169,341,100,104,221,-136
ZFAND1,Cytosol,268,30787,104,52,40,72,-155.1
ZFAND2A,Cytosol,145,16477,58,35,17,35,-90.6
ZFAND5,Cytosol,213,23132,83,30,20,80,-159.2
ZFAND6,Cytosol,208,22555,74,26,22,86,-139.4
ZFP36L2,Cytosol,494,51063,247,57,34,156,-191.1
ZFYVE16,Cytosol,1539,168903,652,166,229,492,-540.2
ZFYVE19,Cytosol,471,51546,205,64,66,136,-376.7
ZFYVE21,Cytosol,234,26506,105,40,27,62,-74.8
ZFYVE26,Cytosol,2539,284576,1144,341,307,747,-726
ZFYVE28,Cytosol,887,96490,416,114,135,222,-381.3
ZFYVE9,Cytosol,1425,156403,627,153,189,456,-577.7
ZKSCAN3,Cytosol,538,60641,206,92,81,159,-424.8
ZMYM5,Cytosol,669,74817,249,100,77,243,-454.8
ZMYND19,Cytosol,227,26433,92,38,33,64,-168.4
ZNF121,Cytosol,390,44694,132,83,46,129,-304.4
ZNF283,Cytosol,679,77942,223,142,82,232,-563
ZNF330,Cytosol,320,36201,100,58,55,107,-290.2
ZNF35,Cytosol,527,59089,200,98,60,169,-342.1
ZNF415,Cytosol,603,68798,197,136,63,207,-539.3
ZNF449,Cytosol,518,59932,206,96,71,145,-408.3
ZNF511,Cytosol,252,28265,122,46,33,51,-130.7
ZNF550,Cytosol,422,48381,161,93,48,120,-292.3
ZNF598,Cytosol,904,98637,422,146,103,233,-618.6
ZNF613,Cytosol,617,70143,213,136,62,206,-505.5
ZNF706,Cytosol,76,8498,30,18,5,23,-88.3
ZNF726,Cytosol,616,71359,193,150,69,204,-550
ZNF766,Cytosol,468,54507,165,113,44,146,-381.5
ZNF81,Cytosol,661,75960,224,144,74,219,-572.4
ZNF85,Cytosol,595,68736,184,157,60,194,-560.2
ZNF852,Cytosol,543,62084,182,110,70,181,-490
ZNF891,Cytosol,544,63592,176,115,61,192,-441.7
ZNFX1,Cytosol,1918,220227,797,312,248,561,-961.7
ZNRF2,Cytosol,242,24115,133,26,20,63,-63.7
ZSWIM6,Cytosol,1215,133470,589,164,124,338,-258.9
ZSWIM7,Cytosol,140,15386,66,15,13,46,37.9
ZWILCH,Cytosol,591,67214,261,80,74,176,-142.7
ZWINT,Cytosol,277,31293,123,40,47,67,-200.1
ZYX,Cytosol,572,61277,298,64,55,155,-360.6
ACAD8,Mitochondria,415,45070,212,51,40,112,-21.1
ACADSB,Mitochondria,432,47485,214,53,46,119,-55.5
ACAT1,Mitochondria,427,45200,238,51,39,99,37.5
AK3,Mitochondria,227,25565,109,34,26,58,-79.9
ALDH18A1,Mitochondria,795,87302,398,115,91,191,-65.7
ALDH1B1,Mitochondria,517,57249,264,69,62,122,-131.2
ALDH5A1,Mitochondria,535,57215,292,66,52,125,5.6
ALDH6A1,Mitochondria,535,57840,284,63,48,140,-29.3
CLPX,Mitochondria,633,69224,296,94,82,161,-251
ECHS1,Mitochondria,290,31387,154,38,33,65,-16.3
ETFA,Mitochondria,333,35080,182,42,33,76,48.6
FXN,Mitochondria,210,23135,93,29,23,65,-97.7
GCSH,Mitochondria,173,18885,85,18,24,46,-26
GRPEL1,Mitochondria,217,24279,100,39,32,46,-109.5
HIBADH,Mitochondria,336,35329,189,34,29,84,41
HMGCL,Mitochondria,325,34360,180,36,26,83,64
HSD17B10,Mitochondria,261,26923,159,24,21,57,60.8
HSPA9,Mitochondria,679,73680,325,96,95,163,-271.8
HSPD1,Mitochondria,573,61055,308,78,80,107,-43.8
IBA57,Mitochondria,356,38155,205,49,26,76,-21.1
IDH2,Mitochondria,452,50909,208,74,53,117,-179.6
IVD,Mitochondria,426,46651,226,57,43,100,-40.3
LYRM1,Mitochondria,122,14282,50,26,13,33,-81.5
LYRM2,Mitochondria,88,10449,36,18,10,24,-61.6
LYRM7,Mitochondria,104,11955,43,22,13,26,-59.9
MGME1,Mitochondria,344,39421,142,50,42,110,-187
MMAB,Mitochondria,250,27388,121,36,28,65,-87
NADK2,Mitochondria,442,49433,202,70,56,114,-206.2
NARS2,Mitochondria,477,54090,234,72,57,114,-99.4
NFU1,Mitochondria,254,28463,131,29,35,59,-69.3
PYCR2,Mitochondria,320,33637,181,38,29,72,74
SUCLG2,Mitochondria,432,46511,236,51,51,94,-19.3
THEM4,Mitochondria,240,27130,119,32,26,63,-44.2
TUFM,Mitochondria,455,49875,243,72,57,83,-54.5
YARS2,Mitochondria,477,53199,245,68,47,117,-82.6
YBEY,Mitochondria,167,19298,80,28,21,38,-57.9
ABCB10,Mitochondria,738,79148,427,89,57,165,79
ABCB7,Mitochondria,752,82641,390,102,65,195,-3.9
ABCB8,Mitochondria,735,79989,405,93,60,177,87.4
ACAD10,Mitochondria,1059,118834,538,149,114,258,-205.6
ACAD9,Mitochondria,621,68760,309,87,73,152,-59.3
ADCK1,Mitochondria,530,60577,255,83,56,136,-68
ADCK5,Mitochondria,580,65828,313,93,64,110,-10
AFG3L2,Mitochondria,797,88584,403,121,104,169,-280.9
AGK,Mitochondria,422,47137,197,59,47,119,-132.2
AGPAT5,Mitochondria,364,42072,177,57,36,94,-41.6
AKAP1,Mitochondria,903,97342,431,99,127,246,-293.2
APOC3,Mitochondria,99,10852,48,11,12,28,-8.5
APOO,Mitochondria,198,22285,96,24,17,61,-61.6
APOOL,Mitochondria,268,29159,129,41,21,77,-66.1
ARC,Mitochondria,396,45316,168,61,63,104,-323.2
ARMC1,Mitochondria,282,31281,130,36,37,79,-94.5
ARMC10,Mitochondria,343,37540,167,41,36,99,-27.4
ARMCX1,Mitochondria,453,49180,218,69,46,120,-115.9
ARMCX2,Mitochondria,632,65683,345,75,65,147,-134.5
ARMCX3,Mitochondria,379,42501,178,55,47,99,-123.5
ARMCX6,Mitochondria,300,33019,145,31,44,80,-106.5
ATAD1,Mitochondria,361,40744,169,57,49,86,-91.5
ATAD3A,Mitochondria,634,71369,291,106,86,151,-395.1
ATAD3B,Mitochondria,648,72573,304,111,81,152,-371.1
BAK1,Mitochondria,211,23409,116,21,20,54,-7.8
BCL2L13,Mitochondria,485,52723,228,42,81,134,-133.4
BCS1L,Mitochondria,419,47534,206,57,43,113,-95.9
BDH1,Mitochondria,343,38157,165,50,35,93,-50.7
C17orf80,Mitochondria,609,67315,252,100,63,194,-377.4
C3orf33,Mitochondria,294,33765,132,56,34,72,-106.5
CCDC127,Mitochondria,260,30834,105,47,38,70,-188.1
CCDC51,Mitochondria,411,45811,195,68,53,95,-157.9
CCDC90B,Mitochondria,254,29506,100,42,37,75,-139.3
CEP128,Mitochondria,1094,128015,342,232,215,305,-1269.4
CHCHD3,Mitochondria,227,26152,77,48,40,62,-231.8
CHCHD6,Mitochondria,235,26458,91,48,35,61,-222.7
CHDH,Mitochondria,594,65358,296,86,59,153,-192.1
CISD1,Mitochondria,108,12199,47,22,12,27,-42.9
CISD3,Mitochondria,127,14216,59,26,8,34,-60.9
COA3,Mitochondria,106,11731,52,17,13,24,-52.6
COMTD1,Mitochondria,262,28809,146,35,29,52,-1.6
COQ10B,Mitochondria,238,27071,112,44,20,62,-41.2
COQ2,Mitochondria,371,40475,209,40,24,98,70.3
COX11,Mitochondria,276,31430,136,40,27,73,-116.1
COX14,Mitochondria,57,6600,25,8,3,21,-18.9
COX15,Mitochondria,410,46030,226,54,26,104,68.8
COX16,Mitochondria,106,12293,47,21,16,22,-81.3
COX18,Mitochondria,333,37063,185,38,18,92,102.6
COX20,Mitochondria,118,13291,55,22,13,28,-47.3
COX4I1,Mitochondria,169,19577,74,33,20,42,-77.5
COX5A,Mitochondria,150,16762,73,23,21,33,-44.3
COX5B,Mitochondria,129,13696,68,19,12,30,-38.4
COX6B1,Mitochondria,86,10192,28,12,11,35,-84.9
COX6C,Mitochondria,75,8781,41,17,7,10,-20.3
COX7A2,Mitochondria,83,9396,42,14,8,19,-18.4
COX7A2L,Mitochondria,114,12615,58,13,7,36,-17.9
COX7B,Mitochondria,80,9161,35,12,4,29,-32.1
CPT2,Mitochondria,658,73777,312,92,70,184,-210.4
CRLS1,Mitochondria,301,32593,178,31,14,78,99.1
CTNNA2,Mitochondria,953,105313,437,138,143,235,-325.9
CYB5R1,Mitochondria,305,34095,161,47,28,69,-48.9
CYC1,Mitochondria,325,35422,179,47,29,70,-44.7
DHODH,Mitochondria,395,42867,215,62,43,75,-80.5
DNAJA3,Mitochondria,480,52489,224,74,47,135,-215
DNAJC11,Mitochondria,559,63278,253,88,72,146,-229.8
DNAJC15,Mitochondria,150,16383,78,27,13,32,-39.4
DNAJC19,Mitochondria,116,12499,65,21,8,22,-26.5
DNAJC30,Mitochondria,226,25961,102,39,20,65,-148.6
DNAJC4,Mitochondria,241,27593,106,47,19,69,-220.6
DVL1,Mitochondria,695,75187,320,96,78,201,-394.5
ECSIT,Mitochondria,431,49148,216,57,53,105,-192.4
EEPD1,Mitochondria,569,62403,265,87,62,155,-245.5
EPB41,Mitochondria,864,97017,338,142,149,235,-665.3
ETFDH,Mitochondria,617,68495,309,89,66,153,-175
EXD2,Mitochondria,621,70353,275,103,77,166,-314.3
EXOG,Mitochondria,368,41085,175,53,44,96,-132
FAM162A,Mitochondria,154,17342,68,31,17,38,-61.2
FAM210A,Mitochondria,272,30777,123,49,24,76,-127
FASTKD2,Mitochondria,710,81463,329,105,77,199,-34.1
FBXL4,Mitochondria,621,70097,278,69,63,211,-51.7
FIS1,Mitochondria,152,16938,75,24,21,32,-35.4
FMO4,Mitochondria,558,63343,266,80,61,151,-69.7
FOXRED1,Mitochondria,486,53812,251,63,51,121,-97.1
FRMD6,Mitochondria,622,72044,243,109,84,186,-349.2
FUNDC2,Mitochondria,189,20676,95,28,17,49,-46.8
GCAT,Mitochondria,419,45285,228,57,42,92,-5.2
GDAP1,Mitochondria,358,41346,164,62,48,84,-154.6
GHITM,Mitochondria,345,37205,209,37,15,84,144.3
GLS2,Mitochondria,602,66323,290,87,66,159,-125.4
GPAM,Mitochondria,828,93795,384,116,90,238,-113.6
GPD2,Mitochondria,727,80853,351,102,87,187,-156.3
GRM4,Mitochondria,912,101868,450,126,83,253,-84.9
GTPBP8,Mitochondria,284,32147,148,46,30,60,-23.4
HADHA,Mitochondria,763,83000,399,113,84,167,-59.4
HADHB,Mitochondria,474,51294,253,66,42,113,-34.3
HAX1,Mitochondria,279,31621,128,40,52,59,-270.5
HCCS,Mitochondria,268,30602,113,38,35,82,-196.7
HEMK1,Mitochondria,338,38231,172,44,38,84,-65.3
HIGD2A,Mitochondria,106,11529,61,14,6,25,-3.2
HSDL1,Mitochondria,330,37002,165,41,27,97,50.2
IMMP1L,Mitochondria,166,18504,83,22,15,46,-20.2
IMMP2L,Mitochondria,175,19718,88,32,17,38,-45.3
IMMT,Mitochondria,758,83678,341,114,107,196,-352.2
LETM1,Mitochondria,739,83354,337,124,117,161,-323.8
LETMD1,Mitochondria,360,41790,173,71,20,96,-44
LIPT1,Mitochondria,373,42479,165,54,35,119,-87
MAOA,Mitochondria,527,59682,250,78,63,136,-146.8
MAOB,Mitochondria,520,58763,255,75,62,128,-122.6
MAVS,Mitochondria,540,56528,268,50,53,169,-218.3
MCAT,Mitochondria,390,42962,209,58,36,87,-54.7
MCL1,Mitochondria,350,37337,192,45,47,66,-84.3
MCU,Mitochondria,351,39867,168,54,40,89,-91.1
MCUR1,Mitochondria,359,39694,179,57,37,86,-69.6
MEST,Mitochondria,335,38830,173,51,27,84,-35.2
MFF,Mitochondria,342,38465,155,49,42,96,-191.1
MFN1,Mitochondria,741,84160,330,109,102,200,-201.1
MFN2,Mitochondria,757,86402,341,113,97,206,-246
MGST3,Mitochondria,152,16516,86,20,6,40,42.8
MICU2,Mitochondria,434,49666,202,76,53,103,-152.4
MIEF1,Mitochondria,463,51293,235,60,53,115,-69.8
MIEF1,Mitochondria,70,8445,31,16,9,14,-49.4
MKKS,Mitochondria,570,62342,270,68,52,180,97
MPV17L2,Mitochondria,206,23180,115,23,14,54,23.1
MRS2,Mitochondria,443,50318,223,59,54,107,-9.4
MT-ATP6,Mitochondria,226,24817,143,16,4,63,215.1
MTCH1,Mitochondria,389,41544,228,47,26,88,41.9
MTCH2,Mitochondria,303,33331,160,30,21,92,71.9
MT-CO1,Mitochondria,513,57041,324,36,25,128,350.1
MT-CO2,Mitochondria,227,25565,128,16,22,61,104.5
MTFP1,Mitochondria,166,18010,90,19,14,43,29.3
MTFR1,Mitochondria,333,37000,157,52,41,83,-182.4
MTFR1L,Mitochondria,292,31957,135,40,39,78,-79.8
MTFR2,Mitochondria,385,43384,168,55,48,114,-228.3
MT-ND3,Mitochondria,115,13186,75,4,8,28,114.1
MT-ND5,Mitochondria,603,67027,339,43,20,201,355.1
MTO1,Mitochondria,717,79964,342,106,81,188,-189.3
MTPAP,Mitochondria,582,66172,250,84,60,188,-217.5
MTX1,Mitochondria,466,51463,239,71,43,113,-203.7
MTX2,Mitochondria,263,29763,124,31,29,79,-58.4
MTX3,Mitochondria,312,35093,154,37,32,89,-65.6
MUL1,Mitochondria,352,39800,156,53,39,104,-75.2
MYO19,Mitochondria,970,109135,452,130,98,290,-266.1
NDUFA10,Mitochondria,355,40751,154,60,44,97,-160.4
NDUFA11,Mitochondria,141,14852,81,16,9,35,27.9
